side,line,position,head,print_ink_width,tracing_width,similarity,local_score
Bv,Bv11,4,017,31,21,0.2051,0.357
Bv,Bv11,5,004,32,11,0.1304,0.378
Bv,Bv11,6,022,30,12,0.1676,0.339
Bv,Bv11,7,068,19,9,0.1801,0.322
Bv,Bv11,8,022,37,13,0.2284,0.199
Bv,Bv11,9,068,86,48,0.3015,0.23
Bv,Bv11,10,395,18,7,0.2835,0.301
Bv,Bv11,11,004,30,12,0.2208,0.326
Bv,Bv11,12,008,11,7,0.2662,0.482
Bv,Bv11,13,049,69,35,0.3076,0.337
Bv,Bv11,14,001,17,6,0.2106,0.394
Bv,Bv11,15,191,64,34,0.349,0.37
Bv,Bv11,16,380,62,30,0.3681,0.569
Bv,Bv11,17,007,39,17,0.3143,0.495
Bv,Bv11,18,520,67,35,0.42,0.512
Bv,Bv11,19,735,44,21,0.3464,0.549
Bv,Bv11,20,415,84,42,0.4053,0.264
Bv,Bv11,21,074,28,10,0.2876,0.381
Bv,Bv11,22,006,67,37,0.3775,0.465
Bv,Bv11,23,008,47,19,0.355,0.521
Bv,Bv11,24,005,28,13,0.4072,0.526
Bv,Bv11,25,326,60,31,0.2967,0.331
Bv,Bv11,26,326,94,37,0.3181,0.352
Bv,Bv11,27,755,41,21,0.3809,0.588
Bv,Bv11,28,755,38,20,0.3493,0.423
Bv,Bv11,29,004,36,20,0.3905,0.417
Bv,Bv11,30,459,150,79,0.4402,0.284
Bv,Bv11,31,079,80,40,0.4259,0.4
Bv,Bv11,32,079,72,38,0.4079,0.347
Bv,Bv11,33,067,82,46,0.4381,0.382
Bv,Bv11,34,022,79,39,0.3912,0.552
Bv,Bv11,35,007,62,30,0.3155,0.453
Bv,Bv11,36,010,38,20,0.4053,0.445
Bv,Bv11,37,007,59,29,0.3699,0.491
Bv,Bv11,38,010,41,19,0.3529,0.426
Bv,Bv11,39,046,25,13,0.372,0.348
Bv,Bv11,40,073,44,24,0.3181,0.32
Bv,Bv11,41,244,81,40,0.2667,0.364
Bv,Bv11,42,033,17,13,0.1318,0.376
Bv,Bv11,43,002,24,9,0.2065,0.626
Bv,Bv12,23,060,29,53,0.2734,-1.0
Bv,Bv12,24,006,26,19,0.1449,0.101
Bv,Bv12,25,280,52,20,0.0809,0.185
Bv,Bv12,26,011,54,53,0.0636,0.09
Bv,Bv12,27,044,95,45,0.2553,0.26
Bv,Bv12,28,014,26,10,0.1434,0.314
Bv,Bv12,29,400,23,8,0.0953,0.366
Bv,Bv12,30,400,38,22,0.221,0.415
Bv,Bv12,31,002,16,7,0.1667,0.344
Bv,Bv12,32,445,66,28,0.1561,0.329
Bv,Bv12,33,672,26,11,0.1372,0.466
Bv,Bv12,34,065,27,9,0.1157,0.506
Bv,Bv12,35,006,34,21,0.2819,0.46
Bv,Bv12,36,385,42,23,0.2882,0.457
Bv,Bv12,37,048,27,9,0.1189,0.543
Bv,Bv12,38,099,61,20,0.1571,0.504
Bv,Bv12,39,207,47,30,0.2451,0.508
Bv,Bv12,40,046,17,8,0.2714,0.602
Bv,Bv12,41,050,21,9,0.2373,0.782
Ca,Ca02,17,074,80,17,0.2215,0.172
Ca,Ca02,18,594,93,28,0.3173,0.41
Ca,Ca02,19,070,69,14,0.2303,0.532
Ca,Ca02,20,083,24,7,0.3871,0.507
Ca,Ca02,21,007,58,13,0.2746,0.526
Ca,Ca02,22,061,37,7,0.1901,0.55
Ca,Ca02,23,380,87,22,0.2535,0.56
Ca,Ca02,24,067,60,15,0.1926,0.483
Ca,Ca02,25,067,69,17,0.2759,0.406
Ca,Ca03,0,380,80,25,0.2622,0.091
Ca,Ca03,1,022,28,6,0.1993,0.22
Ca,Ca03,2,254,150,40,0.3413,0.123
Ca,Ca03,3,005,28,6,0.2204,0.344
Ca,Ca03,4,380,69,19,0.3014,0.403
Ca,Ca03,5,022,135,38,0.3693,0.364
Ca,Ca03,6,243,74,17,0.2434,0.502
Ca,Ca03,7,001,80,21,0.3799,0.493
Ca,Ca03,8,004,139,38,0.4009,0.503
Ca,Ca03,9,380,61,14,0.2277,0.548
Ca,Ca03,10,022,19,7,0.2498,0.505
Ca,Ca03,11,029,27,5,0.2797,0.397
Ca,Ca03,12,074,78,21,0.286,0.276
Ca,Ca03,13,017,27,5,0.2907,0.335
Ca,Ca03,14,380,86,29,0.2562,0.235
Ca,Ca03,15,022,72,17,0.2467,0.331
Ca,Ca03,16,252,108,20,0.2223,0.271
Ca,Ca03,17,380,134,32,0.2463,0.386
Ca,Ca03,18,022,60,13,0.2798,0.359
Ca,Ca03,19,050,38,9,0.3169,0.44
Ca,Ca03,20,079,74,20,0.2606,0.173
Ca,Ca04,1,031,123,27,0.2888,0.112
Ca,Ca04,2,005,52,14,0.2352,0.206
Ca,Ca04,3,200,148,32,0.2648,0.387
Ca,Ca04,4,004,130,22,0.2087,0.275
Ca,Ca04,5,065,59,10,0.1989,0.29
Ca,Ca04,6,200,201,56,0.4166,0.448
Ca,Ca04,7,400,82,18,0.2442,0.381
Ca,Ca04,8,066,63,11,0.1961,0.352
Ca,Ca04,9,004,27,6,0.2704,0.394
Ca,Ca04,10,760,145,27,0.2402,0.327
Ca,Ca04,11,004,28,6,0.3822,0.505
Ca,Ca04,12,073,20,6,0.4088,0.555
Ca,Ca04,13,001,9,5,0.306,0.484
Ca,Ca04,14,005,45,14,0.2656,0.403
Ca,Ca04,15,048,71,16,0.3152,0.365
Ca,Ca04,16,005,35,11,0.2116,0.569
Ca,Ca04,17,010,48,13,0.377,0.428
Ca,Ca04,18,005,50,12,0.3109,0.495
Ca,Ca04,19,073,14,6,0.3339,0.427
Ca,Ca04,20,777,70,18,0.3263,0.355
Ca,Ca04,21,777,82,20,0.2674,0.279
Ca,Ca04,22,760,98,24,0.2772,0.236
Ca,Ca04,23,608,112,27,0.2703,0.212
Ca,Ca04,24,073,37,7,0.2694,0.443
Ca,Ca04,25,091,36,8,0.2694,0.376
Ca,Ca04,26,091,26,10,0.3062,0.262
Ca,Ca04,27,730,21,15,0.2209,0.261
Ca,Ca05,0,005,50,20,0.2178,0.091
Ca,Ca05,1,001,62,17,0.2679,0.034
Ca,Ca05,2,001,24,5,0.2909,0.571
Ca,Ca05,3,073,27,5,0.2453,0.503
Ca,Ca05,4,091,59,15,0.2966,0.368
Ca,Ca05,5,730,44,11,0.2573,0.36
Ca,Ca05,6,730,74,14,0.1854,0.296
Ca,Ca05,7,022,75,15,0.2449,0.305
Ca,Ca05,8,022,16,3,0.1164,0.487
Ca,Ca05,9,041,27,5,0.0547,0.325
Ca,Ca05,10,002,31,7,0.2029,0.208
Ca,Ca05,11,001,30,8,0.2049,0.257
Ca,Ca05,12,036,26,5,0.1579,0.289
Ca,Ca05,13,550,65,15,0.2595,0.245
Ca,Ca05,14,022,82,17,0.1834,0.232
Ca,Ca05,15,280,27,6,0.2102,0.377
Ca,Ca05,16,385,84,20,0.2571,0.36
Ca,Ca05,17,385,56,18,0.2781,0.238
Ca,Ca05,18,038,90,17,0.2367,0.272
Ca,Ca05,19,007,112,21,0.232,0.402
Ca,Ca05,20,600,35,14,0.2264,0.282
Ca,Ca05,21,001,59,19,0.365,0.343
Ca,Ca05,22,214,23,5,0.3743,0.747
Ca,Ca05,23,700,208,51,0.3756,0.642
Ca,Ca05,24,700,66,13,0.3294,0.614
Ca,Ca05,25,700,94,21,0.3572,0.62
Ca,Ca05,26,408,52,12,0.3454,0.664
Ca,Ca05,27,700,25,5,0.3753,0.703
Ca,Ca05,28,001,68,20,0.3752,0.429
Ca,Ca05,29,042,58,14,0.3693,0.439
Ca,Ca05,30,081,60,13,0.33,0.589
Ca,Ca05,31,081,56,13,0.3195,0.546
Ca,Ca05,32,005,37,8,0.3537,0.562
Ca,Ca06,0,005,42,12,0.3689,0.65
Ca,Ca06,1,005,21,8,0.3186,0.494
Ca,Ca06,2,001,45,15,0.3343,0.7
Ca,Ca06,3,005,71,17,0.3562,0.627
Ca,Ca06,4,002,58,15,0.3693,0.651
Ca,Ca06,5,002,52,14,0.3863,0.447
Ca,Ca06,6,002,35,9,0.3224,0.464
Ca,Ca06,7,001,54,15,0.3858,0.426
Ca,Ca06,8,381,56,14,0.3579,0.657
Ca,Ca06,9,381,60,17,0.3388,0.604
Ca,Ca06,10,381,43,17,0.1871,0.576
Ca,Ca06,11,001,43,15,0.2622,0.499
Ca,Ca06,12,774,40,13,0.2685,0.392
Ca,Ca06,13,070,73,23,0.3208,0.575
Ca,Ca06,14,600,45,13,0.3286,0.597
Ca,Ca06,15,773,57,15,0.2669,0.589
Ca,Ca06,16,280,33,8,0.304,0.609
Ca,Ca06,17,001,54,13,0.3375,0.557
Ca,Ca06,18,390,61,15,0.2785,0.664
Ca,Ca06,19,315,39,27,0.1209,0.432
Ca,Ca06,20,041,99,35,0.319,0.454
Ca,Ca06,21,670,64,24,0.2092,0.403
Ca,Ca06,22,008,90,31,0.3129,0.26
Ca,Ca06,23,040,47,17,0.2352,0.245
Ca,Ca06,24,040,22,7,0.2698,0.392
Ca,Ca06,25,030,64,19,0.1465,0.22
Ca,Ca06,26,390,99,28,0.2859,0.157
Ca,Ca06,27,375,87,21,0.2361,0.258
Ca,Ca06,28,041,24,6,0.2225,0.344
Ca,Ca08,0,040,31,6,0.2911,0.511
Ca,Ca08,1,040,25,7,0.4252,0.454
Ca,Ca08,2,040,27,5,0.324,0.55
Ca,Ca08,3,390,99,25,0.3743,0.444
Ca,Ca08,4,378,114,29,0.3398,0.666
Ca,Ca08,5,041,109,27,0.3653,0.587
Ca,Ca08,6,670,116,31,0.4035,0.436
Ca,Ca08,7,008,28,6,0.3632,0.489
Ca,Ca08,8,040,34,6,0.3202,0.67
Ca,Ca08,9,040,59,14,0.319,0.62
Ca,Ca08,10,003,102,23,0.3581,0.468
Ca,Ca08,11,390,88,22,0.3697,0.603
Ca,Ca08,12,378,29,7,0.4145,0.666
Ca,Ca08,13,041,110,25,0.3324,0.443
Ca,Ca08,14,670,115,32,0.3565,0.545
Ca,Ca08,15,008,74,18,0.3535,0.47
Ca,Ca08,16,600,27,6,0.321,0.492
Ca,Ca08,17,040,26,7,0.3871,0.508
Ca,Ca08,18,040,26,6,0.3699,0.567
Ca,Ca08,19,040,27,6,0.3782,0.731
Ca,Ca08,20,040,27,5,0.3539,0.679
Ca,Ca08,21,040,96,25,0.3846,0.472
Ca,Ca08,22,390,99,24,0.3183,0.416
Ca,Ca08,23,378,46,8,0.2512,0.528
Ca,Ca08,24,041,141,25,0.2154,0.426
Ca,Ca08,25,670,116,21,0.2333,0.385
Ca,Ca08,26,008,49,8,0.1431,0.246
Ca,Ca08,27,280,67,18,0.3063,0.144
Ca,Ca08,28,385,45,16,0.2494,0.349
Ca,Ca10,0,002,35,7,0.2912,0.596
Ca,Ca10,1,002,35,8,0.3163,0.478
Ca,Ca10,2,052,98,22,0.2536,0.331
Ca,Ca10,3,384,96,29,0.3568,0.422
Ca,Ca10,4,481,105,41,0.2811,0.384
Ca,Ca10,5,073,32,6,0.3024,0.554
Ca,Ca10,6,070,73,15,0.2991,0.614
Ca,Ca10,7,760,82,23,0.3407,0.52
Ca,Ca10,8,040,31,8,0.3581,0.551
Ca,Ca10,9,006,45,9,0.3121,0.557
Ca,Ca10,10,400,70,15,0.2987,0.455
Ca,Ca10,11,047,44,11,0.3101,0.525
Ca,Ca10,12,072,74,24,0.3079,0.329
Ca,Ca10,13,072,109,24,0.309,0.27
Ca,Ca10,14,010,74,22,0.3337,0.385
Ca,Ca10,15,760,92,23,0.277,0.356
Ca,Ca10,16,040,38,8,0.2854,0.614
Ca,Ca10,17,006,50,11,0.2839,0.613
Ca,Ca11,0,002,32,10,0.2991,0.44
Ca,Ca11,1,002,46,12,0.3752,0.327
Ca,Ca11,2,290,73,21,0.2606,0.347
Ca,Ca11,3,010,74,22,0.3231,0.321
Ca,Ca11,4,760,77,21,0.3136,0.45
Ca,Ca11,5,040,36,8,0.3651,0.579
Ca,Ca11,6,006,37,9,0.3379,0.502
Ca,Ca11,7,400,78,20,0.368,0.447
Ca,Ca11,8,047,53,13,0.3299,0.592
Ca,Ca11,9,002,45,11,0.3592,0.676
Ca,Ca11,10,002,30,7,0.3533,0.762
Ca,Ca11,11,002,46,12,0.3872,0.643
Ca,Ca11,12,290,84,20,0.34,0.516
Ca,Ca11,13,002,28,11,0.2863,0.53
Ca,Ca11,14,010,91,22,0.372,0.457
Ca,Ca11,15,760,76,23,0.3624,0.472
Ca,Ca11,16,040,37,9,0.3712,0.67
Ca,Ca11,17,006,44,10,0.3415,0.637
Ca,Ca11,18,430,62,12,0.2935,0.594
Ca,Ca11,19,047,50,13,0.3809,0.562
Ca,Ca11,20,002,49,12,0.3625,0.565
Ca,Ca11,21,004,34,7,0.3256,0.429
Ca,Ca11,22,760,44,24,0.1998,0.473
Ca,Ca11,23,002,48,11,0.3458,0.663
Ca,Ca11,24,002,35,7,0.3081,0.723
Ca,Ca11,25,004,35,7,0.253,0.644
Ca,Ca11,26,760,75,21,0.3419,0.438
Ca,Ca11,27,002,45,12,0.3932,0.628
Ca,Ca11,28,002,29,7,0.3239,0.767
Ca,Ca11,29,002,30,8,0.3584,0.575
Ca,Ca11,30,004,72,31,0.3212,0.248
Ca,Ca11,31,002,43,9,0.312,0.431
Ca,Ca11,32,010,114,22,0.2489,0.299
Ca,Ca12,0,760,92,22,0.2934,0.615
Ca,Ca12,1,040,33,7,0.3149,0.583
Ca,Ca12,2,006,48,11,0.2961,0.57
Ca,Ca12,3,430,58,15,0.3589,0.506
Ca,Ca12,4,047,35,9,0.3589,0.448
Ca,Ca12,5,222,95,26,0.4142,0.567
Ca,Ca12,6,002,51,13,0.3607,0.655
Ca,Ca12,7,047,54,13,0.3143,0.508
Ca,Ca12,8,060,29,6,0.2955,0.637
Ca,Ca12,9,010,108,25,0.2832,0.602
Ca,Ca12,10,326,100,24,0.3712,0.545
Ca,Ca12,11,275,149,38,0.3702,0.376
Ca,Ca12,12,060,19,6,0.2707,0.511
Ca,Ca12,13,070,61,14,0.363,0.53
Ca,Ca12,14,050,35,9,0.4187,0.434
Ca,Ca12,15,060,36,8,0.3369,0.469
Ca,Ca12,16,028,48,14,0.4137,0.501
Ca,Ca12,17,060,36,7,0.3444,0.508
Ca,Ca12,18,383,140,40,0.4154,0.262
Ca,Ca12,19,481,104,28,0.3993,0.364
Ca,Ca12,20,067,51,12,0.3195,0.504
Ca,Ca12,21,002,44,9,0.3104,0.525
Ca,Ca12,22,041,32,7,0.3582,0.508
Ca,Ca12,23,020,46,11,0.3346,0.425
Ca,Ca12,24,060,35,7,0.2607,0.451
Ca,Ca12,25,067,61,16,0.2776,0.511
Ca,Ca12,26,067,76,21,0.2554,0.318
Ca,Ca12,27,545,74,15,0.1936,0.246
Ca,Ca13,0,049,177,51,0.3812,0.227
Ca,Ca13,1,049,121,27,0.281,0.31
Ca,Ca13,2,670,95,34,0.3197,0.336
Ca,Ca13,3,306,153,33,0.2221,0.286
Ca,Ca13,4,226,129,27,0.2776,0.346
Ca,Ca13,5,206,125,26,0.2474,0.453
Ca,Ca13,6,607,140,42,0.3973,0.464
Ca,Ca13,7,486,114,24,0.2827,0.46
Ca,Ca13,8,069,27,8,0.2577,0.66
Ca,Ca13,9,046,204,56,0.4164,0.519
Ca,Ca13,10,200,22,8,0.3315,0.569
Ca,Ca13,11,003,95,29,0.3956,0.594
Ca,Ca13,12,207,116,30,0.3773,0.461
Ca,Ca13,13,085,67,18,0.3301,0.445
Ca,Ca13,14,067,41,10,0.294,0.401
Ca,Ca13,15,060,33,8,0.2756,0.419
Ca,Ca13,16,200,127,31,0.3125,0.258
Ca,Ca13,17,520,81,20,0.2505,0.359
Ca,Ca13,18,088,35,10,0.3127,0.453
Cb,Cb02,0,280,63,21,0.2628,0.392
Cb,Cb02,1,005,44,12,0.1448,0.286
Cb,Cb02,2,280,89,29,0.2545,0.267
Cb,Cb02,3,053,21,7,0.2647,0.539
Cb,Cb02,4,207,70,23,0.3078,0.441
Cb,Cb02,5,020,32,10,0.2528,0.555
Cb,Cb02,6,041,25,8,0.3091,0.461
Cb,Cb02,7,380,78,23,0.1902,0.351
Cb,Cb02,8,067,62,19,0.2461,0.335
Cb,Cb02,9,067,30,10,0.2921,0.245
Cb,Cb02,10,730,57,16,0.284,0.419
Cb,Cb02,11,670,77,24,0.2189,0.198
Cb,Cb02,12,001,22,5,0.1571,0.448
Cb,Cb02,13,631,62,18,0.2412,0.292
Cb,Cb02,14,571,26,9,0.2897,0.625
Cb,Cb02,15,700,33,12,0.3001,0.736
Cb,Cb02,16,380,71,22,0.1982,0.693
Cb,Cb02,17,600,95,27,0.3147,0.451
Cb,Cb02,18,400,53,18,0.2889,0.494
Cb,Cb02,19,064,26,7,0.1669,0.339
Cb,Cb02,20,660,57,16,0.2379,0.273
Cb,Cb02,21,064,90,32,0.1739,0.291
Cb,Cb02,22,660,61,19,0.2417,0.255
Cb,Cb02,23,380,26,10,0.2062,0.209
Cb,Cb02,24,370,21,10,0.1882,0.073
Cb,Cb02,25,379,81,28,0.2709,0.125
Cb,Cb02,26,379,78,29,0.2054,0.054
Cb,Cb03,0,001,168,41,0.3194,0.305
Cb,Cb03,1,380,80,24,0.1846,0.079
Cb,Cb03,2,001,68,18,0.2293,0.353
Cb,Cb03,3,077,23,5,0.2773,0.499
Cb,Cb03,4,027,87,20,0.2639,0.503
Cb,Cb03,5,380,87,21,0.3326,0.514
Cb,Cb03,6,003,145,35,0.3544,0.416
Cb,Cb03,7,010,94,23,0.3189,0.299
Cb,Cb03,8,254,90,26,0.2472,0.254
Cb,Cb03,9,097,68,16,0.2337,0.279
Cb,Cb03,10,001,15,5,0.1681,0.311
Cb,Cb03,11,380,75,22,0.1105,0.096
Cb,Cb04,3,001,6,4,0.0217,0.395
Cb,Cb04,4,007,16,14,0.1918,0.222
Cb,Cb04,5,053,19,6,0.2366,0.112
Cb,Cb04,6,380,18,6,0.1789,0.289
Cb,Cb04,7,605,69,21,0.2248,0.265
Cb,Cb04,8,605,99,30,0.2686,0.223
Cb,Cb04,9,605,98,30,0.287,0.509
Cb,Cb04,10,670,114,34,0.2902,0.43
Cb,Cb04,11,380,73,22,0.3113,0.479
Cb,Cb04,12,660,79,22,0.2265,0.225
Cb,Cb04,13,064,102,29,0.3063,0.227
Cb,Cb04,14,660,47,14,0.2026,0.343
Cb,Cb04,15,064,86,24,0.2796,0.344
Cb,Cb04,16,660,107,34,0.2779,0.308
Cb,Cb04,17,380,76,23,0.2065,0.326
Cb,Cb04,18,040,27,6,0.3041,0.511
Cb,Cb04,19,040,25,7,0.2269,0.498
Cb,Cb04,20,095,60,17,0.2585,0.298
Cb,Cb04,21,056,36,12,0.2124,0.328
Cb,Cb04,22,430,58,16,0.2472,0.377
Cb,Cb04,23,245,100,29,0.1936,0.252
Cb,Cb04,24,003,96,28,0.2566,0.392
Cb,Cb05,0,009,76,17,0.3071,0.494
Cb,Cb05,1,431,144,35,0.3493,0.339
Cb,Cb05,2,190,126,29,0.304,0.28
Cb,Cb05,3,665,113,27,0.2216,0.332
Cb,Cb05,4,094,68,16,0.2613,0.442
Cb,Cb05,5,081,54,13,0.2665,0.585
Cb,Cb05,6,003,137,36,0.347,0.583
Cb,Cb05,7,065,32,7,0.3377,0.536
Cb,Cb05,8,680,114,30,0.3077,0.479
Cb,Cb05,9,095,68,16,0.3078,0.59
Cb,Cb05,10,003,147,35,0.3461,0.47
Cb,Cb05,11,005,45,12,0.2188,0.333
Cb,Cb05,12,430,64,16,0.2784,0.306
Cb,Cb05,13,002,45,9,0.2312,0.381
Cb,Cb05,14,001,19,4,0.0481,0.508
Cb,Cb05,15,290,65,18,0.2491,0.284
Cb,Cb05,16,216,84,36,0.2791,0.245
Cb,Cb06,0,027,45,12,0.3009,0.384
Cb,Cb06,1,400,70,17,0.2843,0.36
Cb,Cb06,2,360,64,16,0.2786,0.223
Cb,Cb06,3,360,74,18,0.2695,0.198
Cb,Cb06,4,041,40,9,0.2122,0.26
Cb,Cb06,5,091,48,13,0.3006,0.485
Cb,Cb06,6,017,40,7,0.2555,0.314
Cb,Cb06,7,022,29,5,0.2929,0.249
Cb,Cb06,8,006,35,10,0.3048,0.341
Cb,Cb06,9,381,74,17,0.2193,0.257
Cb,Cb06,10,004,31,6,0.2133,0.486
Cb,Cb06,11,066,45,10,0.2521,0.578
Cb,Cb06,12,760,115,28,0.3101,0.413
Cb,Cb06,13,066,246,60,0.4025,0.135
Cb,Cb06,14,281,64,15,0.3137,0.545
Cb,Cb06,15,281,25,6,0.3375,0.687
Cb,Cb06,16,381,47,11,0.3251,0.517
Cb,Cb06,17,004,107,26,0.3496,0.347
Cb,Cb06,18,066,36,8,0.324,0.546
Cb,Cb06,19,760,29,8,0.3578,0.518
Cb,Cb06,20,017,43,13,0.2799,0.361
Cb,Cb06,21,006,34,7,0.2305,0.386
Cb,Cb06,22,381,137,33,0.2604,0.253
Cb,Cb06,23,066,35,9,0.2956,0.267
Cb,Cb06,24,760,95,23,0.3331,0.35
Cb,Cb06,25,004,13,6,0.2442,0.451
Cb,Cb06,26,030,60,23,0.227,0.427
Cb,Cb06,27,381,67,16,0.2657,0.103
Cb,Cb06,28,011,20,8,0.2028,0.3
Cb,Cb07,1,760,116,21,0.1164,0.313
Cb,Cb07,2,066,49,9,0.1377,0.27
Cb,Cb07,3,004,173,34,0.2967,0.46
Cb,Cb07,4,066,165,33,0.3047,0.463
Cb,Cb07,5,760,41,6,0.2247,0.412
Cb,Cb07,6,004,134,26,0.2885,0.316
Cb,Cb07,7,608,33,6,0.2082,0.435
Cb,Cb07,8,004,112,21,0.2691,0.298
Cb,Cb07,9,760,27,6,0.2757,0.454
Cb,Cb07,10,002,39,8,0.2804,0.576
Cb,Cb07,11,095,125,24,0.2303,0.542
Cb,Cb07,12,066,130,25,0.2746,0.37
Cb,Cb07,13,760,24,6,0.3531,0.471
Cb,Cb07,14,004,62,12,0.2348,0.513
Cb,Cb07,15,027,39,7,0.2624,0.506
Cb,Cb07,16,066,73,14,0.2585,0.414
Cb,Cb07,17,004,47,11,0.2989,0.664
Cb,Cb07,18,086,36,6,0.2382,0.498
Cb,Cb07,19,066,106,20,0.2158,0.496
Cb,Cb07,20,760,23,5,0.3681,0.54
Cb,Cb07,21,004,119,22,0.2688,0.358
Cb,Cb07,22,275,163,32,0.2626,0.481
Cb,Cb07,23,296,23,4,0.1343,0.601
Cb,Cb07,24,086,104,19,0.2331,0.251
Cb,Cb07,25,390,30,13,0.2605,0.083
Cb,Cb08,12,004,60,15,0.2299,0.196
Cb,Cb08,13,002,26,5,0.2499,0.419
Cb,Cb08,14,004,42,11,0.3259,0.338
Cb,Cb08,15,002,29,6,0.2647,0.328
Cb,Cb08,16,070,34,7,0.2877,0.412
Cb,Cb08,17,095,60,15,0.3314,0.543
Cb,Cb08,18,001,57,15,0.281,0.554
Cb,Cb08,19,095,94,23,0.2415,0.166
Cb,Cb08,20,205,95,23,0.3431,0.527
Cb,Cb08,21,002,53,12,0.2985,0.678
Cb,Cb08,22,205,29,8,0.2325,0.671
Cb,Cb08,23,001,93,23,0.3014,0.25
Cb,Cb08,24,002,35,8,0.3173,0.386
Cb,Cb08,25,700,55,14,0.3117,0.367
Cb,Cb08,26,069,39,7,0.2111,0.374
Cb,Cb08,27,006,69,16,0.3046,0.261
Cb,Cb08,28,755,56,13,0.3043,0.324
Cb,Cb08,29,700,34,9,0.3524,0.325
Cb,Cb09,3,302,14,6,0.1738,0.025
Cb,Cb09,4,007,145,33,0.3232,0.4
Cb,Cb09,5,002,27,7,0.1488,0.444
Cb,Cb09,6,044,117,27,0.2915,0.413
Cb,Cb09,7,660,39,8,0.259,0.501
Cb,Cb09,8,077,91,21,0.2777,0.364
Cb,Cb09,9,077,120,28,0.3242,0.291
Cb,Cb09,10,002,61,13,0.2573,0.523
Cb,Cb09,11,002,31,6,0.3178,0.347
Cb,Cb09,12,060,39,7,0.2703,0.42
Cb,Cb09,13,002,27,7,0.2244,0.453
Cb,Cb09,14,060,29,7,0.2824,0.507
Cb,Cb09,15,002,46,8,0.283,0.163
Cb,Cb09,16,060,81,17,0.2982,0.149
Cb,Cb09,17,730,34,6,0.3028,0.375
Cb,Cb09,18,002,85,17,0.2194,0.381
Cb,Cb09,19,010,82,19,0.2413,0.5
Cb,Cb09,20,002,43,13,0.2996,0.323
Cb,Cb09,21,005,47,9,0.303,0.46
Cb,Cb09,22,002,115,27,0.2991,0.432
Cb,Cb09,23,208,75,19,0.2323,0.458
Cb,Cb09,24,546,140,30,0.3001,0.353
Cb,Cb09,25,410,44,8,0.2775,0.449
Cb,Cb09,26,095,81,18,0.2812,0.338
Cb,Cb09,27,095,70,15,0.2959,0.528
Cb,Cb09,28,445,33,7,0.2817,0.661
Cb,Cb11,2,004,70,17,0.1505,0.206
Cb,Cb11,3,002,30,6,0.2067,0.495
Cb,Cb11,4,004,27,6,0.2403,0.345
Cb,Cb11,5,002,24,7,0.2244,0.517
Cb,Cb11,6,001,32,6,0.2882,0.618
Cb,Cb11,7,001,26,6,0.3652,0.667
Cb,Cb11,8,006,38,6,0.226,0.573
Cb,Cb11,9,211,128,28,0.2839,0.352
Cb,Cb11,10,070,112,25,0.2726,0.284
Cb,Cb11,11,401,63,14,0.2906,0.441
Cb,Cb11,12,040,104,25,0.2637,0.334
Cb,Cb11,13,522,42,9,0.3536,0.442
Cb,Cb11,14,762,234,55,0.4159,0.439
Cb,Cb11,15,761,118,27,0.316,0.521
Cb,Cb11,16,557,149,34,0.3247,0.325
Cb,Cb11,17,001,37,6,0.225,0.342
Cb,Cb11,18,556,139,34,0.3639,0.356
Cb,Cb11,19,001,44,11,0.3317,0.404
Cb,Cb11,20,700,136,31,0.3226,0.239
Cb,Cb11,21,215,33,6,0.1748,0.393
Cb,Cb11,22,003,31,9,0.2967,0.41
Cb,Cb11,23,002,85,19,0.3269,0.471
Cb,Cb11,24,420,45,10,0.326,0.36
Cb,Cb11,25,254,152,35,0.305,0.193
Cb,Cb11,26,007,68,14,0.1571,0.262
Cb,Cb12,0,095,54,15,0.248,0.303
Cb,Cb12,1,053,29,11,0.2255,0.456
Cb,Cb12,2,700,45,14,0.2756,0.449
Cb,Cb12,3,001,53,16,0.2413,0.4
Cb,Cb12,4,003,74,25,0.2469,0.312
Cb,Cb12,5,060,114,37,0.2839,0.317
Cb,Cb12,6,460,106,32,0.2712,0.35
Cb,Cb12,7,247,125,41,0.3358,0.359
Cb,Cb12,8,005,178,57,0.3217,0.314
Cb,Cb12,9,730,93,29,0.2796,0.267
Cb,Cb12,10,003,81,23,0.2311,0.302
Cb,Cb12,11,004,31,9,0.2951,0.102
Cb,Cb12,12,040,35,8,0.3072,0.291
Cb,Cb12,13,003,105,32,0.2609,0.216
Cb,Cb12,14,670,58,16,0.2975,0.277
Cb,Cb12,15,099,46,14,0.2962,0.364
Cb,Cb12,16,007,44,11,0.3487,0.353
Cb,Cb12,17,067,23,8,0.342,0.47
Cb,Cb12,18,022,13,5,0.3104,0.365
Cb,Cb12,19,022,42,10,0.3211,0.409
Cb,Cb12,20,700,27,8,0.2917,0.513
Cb,Cb12,21,020,53,17,0.3066,0.482
Cb,Cb12,22,037,60,17,0.2403,0.32
Cb,Cb12,23,522,49,16,0.2611,0.408
Cb,Cb13,0,522,95,26,0.2722,0.381
Cb,Cb13,1,022,27,7,0.3521,0.461
Cb,Cb13,2,700,46,12,0.3311,0.499
Cb,Cb13,3,020,29,7,0.293,0.511
Cb,Cb13,4,001,28,5,0.2562,0.498
Cb,Cb13,5,086,45,12,0.2852,0.455
Cb,Cb13,6,522,100,25,0.2687,0.472
Cb,Cb13,7,440,59,12,0.2531,0.391
Cb,Cb13,8,086,47,12,0.1562,0.331
