side,line,position,head,height,width,stroke_px,stroke_ratio,density
Br,Br01,0,595,73,85,2.42,0.0332,0.204
Br,Br01,1,001,86,23,2.36,0.0275,0.218
Br,Br01,2,050,99,38,2.45,0.0248,0.204
Br,Br01,3,004,102,93,2.38,0.0233,0.149
Br,Br01,4,002,70,29,2.3,0.0329,0.285
Br,Br01,5,595,91,34,2.34,0.0257,0.159
Br,Br01,6,050,105,103,2.37,0.0226,0.158
Br,Br01,7,301,90,33,2.48,0.0275,0.158
Br,Br01,8,004,105,98,2.55,0.0242,0.156
Br,Br01,9,002,80,22,2.84,0.0355,0.284
Br,Br01,10,040,83,22,2.86,0.0344,0.279
Br,Br01,11,211,60,33,3.12,0.052,0.216
Br,Br01,12,091,100,89,2.66,0.0266,0.172
Br,Br01,13,200,102,52,2.49,0.0244,0.171
Br,Br01,14,595,110,79,2.49,0.0226,0.165
Br,Br01,15,394,107,50,2.42,0.0226,0.143
Br,Br01,16,004,100,74,2.42,0.0242,0.146
Br,Br01,17,002,112,36,2.61,0.0233,0.22
Br,Br01,18,595,101,96,2.57,0.0255,0.162
Br,Br01,19,050,78,33,2.79,0.0358,0.189
Br,Br01,20,394,109,100,2.63,0.0241,0.188
Br,Br01,21,004,89,29,2.38,0.0268,0.171
Br,Br01,22,002,112,95,2.6,0.0232,0.209
Br,Br01,23,595,93,37,2.62,0.0282,0.21
Br,Br01,24,050,87,34,2.49,0.0286,0.22
Br,Br01,25,301,114,117,2.33,0.0204,0.17
Br,Br01,26,002,97,50,2.3,0.0238,0.156
Br,Br01,28,091,104,78,2.37,0.0227,0.173
Br,Br01,29,595,95,36,2.48,0.0261,0.171
Br,Br01,30,600,101,64,2.41,0.0238,0.143
Br,Br01,31,050,94,30,2.7,0.0287,0.242
Br,Br01,32,381,96,49,2.53,0.0264,0.2
Br,Br01,33,004,103,112,2.47,0.024,0.176
Br,Br01,34,002,80,71,2.27,0.0284,0.172
Br,Br01,35,306,88,73,2.38,0.0271,0.215
Br,Br01,36,325,82,38,2.38,0.029,0.176
Br,Br01,37,430,91,66,2.52,0.0277,0.199
Br,Br01,38,053,87,33,2.32,0.0267,0.219
Br,Br01,39,430,76,67,2.4,0.0315,0.18
Br,Br01,40,017,89,28,2.47,0.0278,0.128
Br,Br01,41,430,94,37,2.34,0.0249,0.181
Br,Br01,42,004,73,100,2.31,0.0317,0.183
Br,Br01,43,002,74,104,2.18,0.0295,0.128
Br,Br01,46,002,49,34,2.26,0.046,0.205
Br,Br03,0,360,103,81,2.28,0.0222,0.203
Br,Br03,1,008,93,71,2.48,0.0266,0.196
Br,Br03,2,330,106,199,2.52,0.0238,0.222
Br,Br03,3,330,100,110,2.68,0.0268,0.222
Br,Br03,4,330,107,112,2.61,0.0244,0.183
Br,Br03,5,330,100,87,2.76,0.0276,0.232
Br,Br03,6,330,98,74,2.7,0.0276,0.194
Br,Br03,7,231,95,91,2.68,0.0282,0.192
Br,Br03,8,330,106,86,2.47,0.0233,0.183
Br,Br03,9,330,96,55,2.55,0.0266,0.224
Br,Br03,10,330,75,21,2.48,0.033,0.258
Br,Br03,11,016,97,63,2.52,0.026,0.207
Br,Br03,12,330,83,26,2.31,0.0279,0.19
Br,Br03,14,330,108,145,2.53,0.0234,0.201
Br,Br03,15,330,103,76,2.41,0.0234,0.192
Br,Br03,16,006,105,87,2.24,0.0213,0.2
Br,Br03,17,293,81,58,2.63,0.0325,0.211
Br,Br03,18,008,91,51,2.74,0.0301,0.212
Br,Br03,19,068,106,98,2.43,0.0229,0.191
Br,Br03,20,493,103,53,2.61,0.0253,0.177
Br,Br03,21,755,102,68,2.43,0.0239,0.161
Br,Br03,22,381,108,58,2.45,0.0227,0.146
Br,Br03,23,004,105,62,2.71,0.0258,0.163
Br,Br03,24,381,103,32,2.78,0.027,0.169
Br,Br03,25,043,106,80,2.91,0.0274,0.174
Br,Br03,26,384,85,19,2.94,0.0346,0.235
Br,Br03,27,004,102,71,2.49,0.0245,0.19
Br,Br03,28,384,109,84,2.81,0.0257,0.222
Br,Br03,29,061,103,79,2.37,0.023,0.198
Br,Br03,30,384,92,37,2.44,0.0265,0.226
Br,Br03,31,015,96,61,2.37,0.0247,0.194
Br,Br03,32,745,108,42,2.35,0.0218,0.114
Br,Br03,33,569,106,74,2.32,0.0219,0.198
Br,Br03,34,745,96,24,2.42,0.0252,0.213
Br,Br03,35,001,95,55,2.28,0.024,0.167
Br,Br03,38,745,23,17,2.27,0.0986,0.238
Br,Br03,39,002,96,25,2.28,0.0237,0.102
Br,Br04,24,450,88,39,2.14,0.0243,0.242
Br,Br04,25,063,87,37,2.03,0.0233,0.144
Br,Br04,27,071,103,57,2.31,0.0224,0.177
Br,Br04,29,203,113,111,2.37,0.021,0.188
Br,Br04,30,263,106,121,2.24,0.0212,0.164
Br,Br04,31,463,109,44,2.16,0.0198,0.132
Br,Br04,32,263,110,142,2.2,0.02,0.188
Br,Br04,33,200,109,55,2.26,0.0208,0.181
Br,Br04,34,700,98,29,2.44,0.0249,0.186
Br,Br04,35,001,90,20,2.31,0.0257,0.197
Br,Br04,36,263,104,90,2.28,0.0219,0.134
Br,Br04,37,200,107,119,2.44,0.0228,0.146
Br,Br04,38,053,106,40,2.85,0.0269,0.237
Br,Br04,39,001,83,21,2.44,0.0294,0.215
Br,Br04,41,373,99,114,2.32,0.0235,0.168
Br,Br04,42,135,100,43,2.5,0.025,0.19
Br,Br04,43,200,96,81,2.35,0.0245,0.212
Br,Br05,0,063,106,57,2.09,0.0197,0.163
Br,Br05,1,095,96,59,2.09,0.0218,0.184
Br,Br05,2,303,109,80,2.17,0.0199,0.183
Br,Br05,3,013,109,108,2.42,0.0222,0.155
Br,Br05,4,303,109,109,2.38,0.0218,0.185
Br,Br05,5,079,111,50,2.96,0.0266,0.245
Br,Br05,6,001,98,23,2.37,0.0242,0.166
Br,Br05,7,755,107,57,2.43,0.0227,0.16
Br,Br05,8,207,108,101,2.59,0.024,0.15
Br,Br05,9,009,111,106,2.63,0.0237,0.154
Br,Br05,10,203,111,105,2.81,0.0253,0.168
Br,Br05,11,400,112,61,2.87,0.0256,0.144
Br,Br05,14,610,106,72,2.41,0.0227,0.218
Br,Br05,15,009,106,82,2.46,0.0232,0.182
Br,Br05,17,730,99,73,2.45,0.0247,0.168
Br,Br05,18,063,111,147,2.44,0.022,0.173
Br,Br05,19,630,102,79,2.44,0.024,0.206
Br,Br05,20,062,98,41,2.54,0.0259,0.147
Br,Br05,21,065,109,80,2.68,0.0246,0.167
Br,Br05,22,275,99,79,2.4,0.0243,0.116
Br,Br05,23,331,112,25,2.59,0.0231,0.265
Br,Br05,24,001,113,71,2.42,0.0214,0.151
Br,Br05,25,730,97,48,2.49,0.0257,0.137
Br,Br05,26,002,110,93,2.52,0.0229,0.144
Br,Br05,27,607,104,37,2.2,0.0211,0.174
Br,Br05,28,063,108,72,2.42,0.0225,0.176
Br,Br05,29,730,111,154,2.47,0.0222,0.156
Br,Br05,30,133,112,58,2.45,0.0219,0.163
Br,Br05,31,773,111,132,2.36,0.0212,0.186
Br,Br05,33,730,100,45,2.19,0.0219,0.151
Br,Br05,34,067,106,64,2.16,0.0204,0.179
Br,Br05,35,063,104,111,2.43,0.0234,0.223
Br,Br05,36,006,98,52,2.51,0.0256,0.248
Br,Br05,37,028,95,28,2.5,0.0263,0.251
Br,Br05,38,028,103,96,2.38,0.0231,0.177
Br,Br05,39,001,38,17,2.48,0.0654,0.314
Br,Br05,40,205,96,102,2.37,0.0247,0.203
Br,Br05,41,461,103,136,2.15,0.0209,0.158
Br,Br05,42,493,88,33,2.11,0.024,0.155
Br,Br06,7,420,99,68,2.12,0.0214,0.175
Br,Br06,8,002,99,112,2.33,0.0235,0.187
Br,Br06,9,430,102,54,2.28,0.0223,0.196
Br,Br06,13,063,102,90,2.28,0.0224,0.155
Br,Br06,14,004,91,56,2.33,0.0256,0.221
Br,Br06,15,063,92,50,2.16,0.0235,0.159
Br,Br06,16,043,87,33,2.16,0.0248,0.133
Br,Br06,17,063,96,33,2.42,0.0252,0.141
Br,Br06,19,063,95,33,2.59,0.0273,0.174
Br,Br06,20,061,66,26,2.71,0.041,0.229
Br,Br06,21,063,88,23,2.37,0.0269,0.183
Br,Br06,22,015,26,24,2.76,0.106,0.287
Br,Br06,23,569,98,39,2.52,0.0257,0.156
Br,Br06,24,063,97,40,2.61,0.0269,0.199
Br,Br06,25,001,100,40,2.61,0.0261,0.195
Br,Br06,26,063,106,53,2.81,0.0265,0.206
Br,Br06,27,016,103,50,2.8,0.0271,0.141
Br,Br06,28,063,103,38,2.6,0.0253,0.171
Br,Br06,29,016,102,27,2.9,0.0284,0.26
Br,Br06,30,063,99,27,3.02,0.0305,0.279
Br,Br06,31,063,94,37,3.16,0.0337,0.209
Br,Br06,32,020,107,62,2.88,0.0269,0.184
Br,Br06,33,063,103,41,2.75,0.0267,0.217
Br,Br06,34,618,109,102,2.89,0.0265,0.205
Br,Br06,35,063,90,41,3.18,0.0354,0.184
Br,Br06,36,016,106,28,2.97,0.028,0.233
Br,Br06,37,300,109,129,2.63,0.0242,0.218
Br,Br06,38,053,92,26,2.42,0.0264,0.239
Br,Br06,42,244,111,119,2.69,0.0243,0.147
Br,Br06,44,004,108,73,2.65,0.0245,0.122
Br,Br06,45,300,112,107,2.63,0.0234,0.186
Br,Br06,46,324,106,93,2.71,0.0256,0.186
Br,Br08,0,280,78,46,2.25,0.0289,0.161
Br,Br08,1,002,94,31,2.37,0.0253,0.188
Br,Br08,2,280,95,47,2.26,0.0238,0.159
Br,Br08,3,005,94,40,2.3,0.0244,0.122
Br,Br08,4,392,102,65,2.22,0.0217,0.144
Br,Br08,5,004,97,47,2.36,0.0243,0.144
Br,Br08,6,005,84,55,2.42,0.0288,0.163
Br,Br08,7,001,86,28,2.49,0.0289,0.174
Br,Br08,8,770,105,71,2.35,0.0224,0.157
Br,Br08,9,001,99,29,2.67,0.0269,0.262
Br,Br08,10,200,101,70,2.4,0.0237,0.134
Br,Br08,11,522,96,64,2.46,0.0257,0.153
Br,Br08,13,095,111,155,2.6,0.0234,0.153
Br,Br08,14,200,96,24,2.63,0.0274,0.155
Br,Br08,15,022,103,60,2.5,0.0243,0.159
Br,Br08,16,290,105,93,2.64,0.0251,0.172
Br,Br08,17,208,104,73,2.67,0.0257,0.139
Br,Br08,18,760,112,68,2.69,0.024,0.18
Br,Br08,19,738,110,193,2.69,0.0245,0.176
Br,Br08,20,254,86,32,2.33,0.0271,0.134
Br,Br08,21,235,109,71,2.65,0.0243,0.21
Br,Br08,22,060,108,62,2.64,0.0244,0.217
Br,Br08,23,205,98,59,2.45,0.025,0.205
Br,Br08,24,747,94,23,2.78,0.0296,0.227
Br,Br08,25,004,85,24,2.7,0.0318,0.202
Br,Br08,26,001,93,44,2.4,0.0258,0.236
Br,Br08,28,770,93,43,2.39,0.0257,0.14
Br,Br08,30,747,92,76,2.54,0.0276,0.17
Br,Br08,31,653,105,66,2.6,0.0247,0.191
Br,Br08,32,004,93,20,2.4,0.0258,0.244
Br,Br08,33,044,96,79,2.42,0.0252,0.211
Br,Br08,34,071,75,44,2.5,0.0334,0.151
Br,Br08,35,009,104,76,2.57,0.0247,0.218
Br,Br08,36,069,94,64,2.45,0.026,0.162
Br,Br08,37,133,99,57,2.51,0.0254,0.199
Br,Br08,38,008,91,25,2.3,0.0253,0.196
Br,Br08,39,049,90,25,2.33,0.0259,0.185
Br,Br08,40,006,101,48,2.4,0.0238,0.2
Br,Br08,42,462,102,119,2.32,0.0228,0.191
Br,Br08,45,300,100,70,2.19,0.0219,0.165
Br,Br09,16,301,113,206,2.2,0.0195,0.189
Br,Br09,17,006,97,91,2.33,0.024,0.178
Br,Br09,18,307,112,119,2.3,0.0205,0.212
Br,Br09,19,066,82,46,2.7,0.0329,0.201
Br,Br09,20,022,100,46,2.46,0.0246,0.173
Br,Br09,21,066,90,39,2.54,0.0282,0.202
Br,Br09,23,054,109,56,2.63,0.0242,0.193
Br,Br09,24,066,96,46,2.54,0.0264,0.172
Br,Br09,25,741,103,87,2.5,0.0243,0.148
Br,Br09,26,066,90,41,2.55,0.0283,0.176
Br,Br09,28,104,97,107,2.36,0.0243,0.215
Br,Br09,31,540,101,90,2.48,0.0245,0.165
Br,Br09,32,091,101,64,2.57,0.0254,0.153
Br,Br09,33,053,89,44,2.45,0.0275,0.167
Br,Br09,34,002,99,72,2.5,0.0252,0.203
Br,Br09,35,381,100,88,2.75,0.0275,0.215
Br,Br09,36,091,103,61,2.73,0.0266,0.225
Br,Br09,37,381,97,88,2.65,0.0274,0.179
Br,Br09,38,091,98,57,2.85,0.0291,0.199
Br,Br09,39,166,100,65,2.5,0.025,0.189
Br,Br09,40,068,89,55,2.56,0.0288,0.202
Br,Br09,41,034,81,84,2.66,0.0328,0.206
Br,Br09,42,493,96,119,2.54,0.0265,0.197
Br,Br09,43,010,91,71,2.61,0.0287,0.154
Br,Br09,44,001,101,33,2.78,0.0276,0.231
Br,Br09,45,522,98,89,2.61,0.0266,0.125
Br,Br09,47,093,87,74,2.13,0.0245,0.113
Br,Br09,48,207,55,94,2.09,0.038,0.101
Br,Br10,19,076,83,89,2.29,0.0276,0.129
Br,Br10,20,755,96,94,2.4,0.025,0.181
Br,Br10,21,063,95,132,2.4,0.0253,0.154
Br,Br10,22,670,102,96,2.39,0.0234,0.179
Br,Br10,23,470,77,46,2.35,0.0305,0.159
Br,Br10,24,021,99,106,2.31,0.0233,0.1
Br,Br10,25,244,106,150,2.32,0.0219,0.164
Br,Br10,26,290,101,111,2.32,0.0229,0.177
Br,Br10,27,379,90,135,2.28,0.0253,0.199
Br,Br10,28,290,107,114,2.24,0.0209,0.188
Br,Br10,29,015,70,42,2.11,0.0301,0.18
Br,Br10,30,002,88,40,2.23,0.0254,0.2
Br,Br10,31,300,92,49,2.26,0.0246,0.19
Br,Br10,32,004,79,171,2.15,0.0272,0.158
Bv,Bv02,7,445,4,32,2.26,0.5643,0.203
Bv,Bv02,13,050,22,10,2.68,0.1217,0.395
Bv,Bv02,15,002,36,18,2.85,0.0793,0.187
Bv,Bv02,16,022,42,29,2.91,0.0693,0.188
Bv,Bv02,17,007,23,26,2.68,0.1163,0.212
Bv,Bv02,19,006,44,42,2.69,0.0612,0.203
Bv,Bv02,20,420,46,71,3.18,0.0691,0.212
Bv,Bv02,22,654,59,17,2.93,0.0497,0.163
Bv,Bv02,23,380,62,83,2.63,0.0425,0.15
Bv,Bv02,24,380,70,73,2.68,0.0383,0.164
Bv,Bv02,25,060,69,93,2.66,0.0386,0.178
Bv,Bv02,27,010,62,32,3.26,0.0525,0.112
Bv,Bv02,28,060,46,15,2.92,0.0634,0.197
Bv,Bv02,29,040,57,57,2.88,0.0505,0.183
Bv,Bv02,30,041,48,34,2.77,0.0577,0.183
Bv,Bv02,31,700,63,17,3.74,0.0593,0.263
Bv,Bv02,32,522,43,16,3.63,0.0844,0.269
Bv,Bv02,33,484,50,21,3.05,0.0609,0.285
Bv,Bv02,34,470,63,71,3.1,0.0492,0.209
Bv,Bv02,35,021,51,108,3.13,0.0614,0.221
Bv,Bv02,36,360,53,60,3.49,0.0658,0.211
Bv,Bv02,37,630,63,47,3.24,0.0515,0.213
Bv,Bv02,38,047,44,33,3.51,0.0798,0.3
Bv,Bv02,39,326,42,62,4.17,0.0992,0.303
Bv,Bv02,40,006,37,35,4.31,0.1165,0.38
Bv,Bv03,35,200,56,50,3.8,0.0679,0.193
Bv,Bv03,36,235,56,13,4.04,0.0722,0.457
Bv,Bv03,37,100,57,35,3.76,0.0659,0.363
Bv,Bv03,38,054,54,28,4.34,0.0803,0.327
Bv,Bv03,39,050,54,38,3.73,0.0691,0.338
Bv,Bv03,40,002,57,51,3.75,0.0658,0.274
Bv,Bv03,41,013,50,18,3.05,0.0611,0.352
Bv,Bv03,43,065,26,39,3.51,0.1349,0.247
Bv,Bv04,0,065,62,50,3.07,0.0495,0.203
Bv,Bv04,1,006,57,49,2.92,0.0512,0.212
Bv,Bv04,5,001,58,44,3.0,0.0517,0.197
Bv,Bv04,6,059,52,17,3.42,0.0658,0.37
Bv,Bv04,9,002,57,77,3.7,0.0649,0.244
Bv,Bv04,10,300,55,25,3.92,0.0714,0.324
Bv,Bv04,12,381,62,21,3.75,0.0604,0.384
Bv,Bv04,13,060,66,54,3.55,0.0539,0.244
Bv,Bv04,14,755,54,22,3.28,0.0607,0.274
Bv,Bv04,15,600,66,49,3.2,0.0484,0.294
Bv,Bv04,16,029,69,61,3.27,0.0473,0.262
Bv,Bv04,17,022,68,37,3.26,0.0479,0.288
Bv,Bv04,18,060,68,79,3.29,0.0483,0.202
Bv,Bv04,19,574,60,32,2.82,0.047,0.177
Bv,Bv04,20,204,66,87,3.16,0.0479,0.22
Bv,Bv04,21,054,66,97,3.31,0.0502,0.209
Bv,Bv04,22,306,66,92,3.12,0.0472,0.231
Bv,Bv04,23,001,66,59,2.93,0.0444,0.173
Bv,Bv04,24,009,66,62,2.89,0.0438,0.215
Bv,Bv04,25,005,64,48,2.76,0.0432,0.296
Bv,Bv04,26,001,69,17,3.07,0.0445,0.31
Bv,Bv04,27,200,70,64,3.21,0.0458,0.269
Bv,Bv04,28,095,64,39,3.02,0.0471,0.208
Bv,Bv04,29,032,63,22,3.08,0.0489,0.162
Bv,Bv04,30,700,66,50,3.25,0.0492,0.273
Bv,Bv04,31,032,65,17,2.77,0.0426,0.176
Bv,Bv04,32,200,65,65,3.22,0.0496,0.219
Bv,Bv04,33,091,66,46,3.2,0.0484,0.231
Bv,Bv04,34,739,56,32,2.98,0.0532,0.226
Bv,Bv04,35,739,44,19,4.08,0.0927,0.323
Bv,Bv04,36,670,64,34,3.05,0.0476,0.194
Bv,Bv04,37,246,68,147,3.24,0.0477,0.244
Bv,Bv04,38,002,64,56,3.76,0.0587,0.276
Bv,Bv04,39,430,67,37,3.74,0.0558,0.304
Bv,Bv04,40,134,64,31,3.83,0.0598,0.291
Bv,Bv04,41,005,59,38,3.65,0.0619,0.327
Bv,Bv04,42,670,61,64,4.13,0.0677,0.282
Bv,Bv05,0,465,36,45,3.03,0.0843,0.175
Bv,Bv05,1,029,47,16,2.64,0.0561,0.181
Bv,Bv05,2,039,65,55,3.51,0.054,0.22
Bv,Bv05,3,600,66,56,2.9,0.0439,0.176
Bv,Bv05,4,048,62,27,3.05,0.0493,0.22
Bv,Bv05,5,291,61,61,3.08,0.0505,0.202
Bv,Bv05,6,292,67,76,2.92,0.0436,0.182
Bv,Bv05,8,027,54,66,3.02,0.0559,0.21
Bv,Bv05,9,011,41,38,3.18,0.0775,0.194
Bv,Bv05,10,077,70,95,3.02,0.0432,0.164
Bv,Bv05,14,002,40,33,3.1,0.0776,0.231
Bv,Bv05,15,065,47,25,3.51,0.0746,0.283
Bv,Bv05,16,300,69,47,2.96,0.0429,0.246
Bv,Bv05,17,385,66,71,2.97,0.0451,0.148
Bv,Bv05,18,003,68,91,3.25,0.0478,0.257
Bv,Bv05,19,236,70,124,3.22,0.046,0.256
Bv,Bv05,20,300,68,66,3.26,0.0479,0.228
Bv,Bv05,21,232,61,53,3.3,0.054,0.245
Bv,Bv05,22,446,48,41,3.2,0.0667,0.254
Bv,Bv05,23,300,52,67,3.91,0.0752,0.193
Bv,Bv05,24,385,33,14,3.78,0.1144,0.262
Bv,Bv05,27,091,64,24,3.86,0.0604,0.283
Bv,Bv05,31,034,54,49,3.79,0.0701,0.361
Bv,Bv05,32,208,54,63,3.75,0.0694,0.232
Bv,Bv05,33,540,67,72,3.58,0.0534,0.191
Bv,Bv05,34,027,64,107,3.69,0.0577,0.153
Bv,Bv05,35,001,57,38,3.27,0.0574,0.265
Bv,Bv05,36,430,44,106,2.91,0.0661,0.19
Bv,Bv05,37,011,50,23,5.01,0.1001,0.405
Bv,Bv05,38,065,51,43,4.44,0.0871,0.332
Bv,Bv08,0,045,59,12,6.21,0.1052,0.599
Bv,Bv08,1,002,48,39,3.34,0.0695,0.348
Bv,Bv08,2,451,59,34,3.76,0.0637,0.348
Bv,Bv08,3,205,58,72,3.6,0.0621,0.309
Bv,Bv08,4,490,60,88,3.72,0.062,0.305
Bv,Bv08,5,099,57,42,3.87,0.068,0.331
Bv,Bv08,6,166,60,45,3.68,0.0613,0.371
Bv,Bv08,7,068,61,35,3.9,0.0639,0.341
Bv,Bv08,8,045,63,74,4.31,0.0684,0.368
Bv,Bv08,9,010,65,45,3.95,0.0608,0.422
Bv,Bv08,10,522,65,53,4.2,0.0646,0.325
Bv,Bv08,11,381,71,156,3.62,0.051,0.321
Bv,Bv08,12,260,70,46,3.8,0.0542,0.291
Bv,Bv08,13,004,72,67,3.69,0.0513,0.342
Bv,Bv08,14,260,68,40,3.52,0.0518,0.302
Bv,Bv08,15,004,68,43,4.25,0.0625,0.298
Bv,Bv08,16,700,68,35,3.85,0.0566,0.253
Bv,Bv08,17,095,70,68,3.4,0.0485,0.291
Bv,Bv08,18,022,59,74,3.08,0.0521,0.218
Bv,Bv08,19,360,67,67,3.13,0.0467,0.26
Bv,Bv08,20,006,64,37,3.23,0.0505,0.274
Bv,Bv08,21,006,64,58,3.24,0.0507,0.249
Bv,Bv08,22,567,57,22,3.55,0.0622,0.246
Bv,Bv08,23,208,68,86,3.39,0.0498,0.252
Bv,Bv08,24,001,64,14,3.26,0.051,0.353
Bv,Bv08,25,008,64,34,3.0,0.0468,0.289
Bv,Bv08,26,022,66,27,3.34,0.0506,0.215
Bv,Bv08,27,016,66,16,3.58,0.0542,0.216
Bv,Bv08,28,054,65,42,3.59,0.0552,0.227
Bv,Bv08,29,165,67,55,3.37,0.0503,0.209
Bv,Bv08,30,054,64,27,2.91,0.0455,0.22
Bv,Bv08,31,001,66,17,3.02,0.0457,0.3
Bv,Bv08,33,200,66,75,2.97,0.0449,0.143
Bv,Bv08,34,670,62,45,2.85,0.046,0.218
Bv,Bv08,35,060,64,52,2.56,0.04,0.172
Bv,Bv08,36,008,67,23,2.86,0.0426,0.255
Bv,Bv08,37,053,56,40,2.47,0.0441,0.192
Bv,Bv08,38,008,59,28,2.58,0.0437,0.209
Bv,Bv08,39,022,65,36,2.59,0.0399,0.192
Bv,Bv08,40,006,53,62,2.63,0.0496,0.203
Bv,Bv08,42,004,15,46,2.29,0.1526,0.1
Bv,Bv09,0,060,47,42,3.78,0.0804,0.193
Bv,Bv09,1,430,38,7,3.63,0.0954,0.5
Bv,Bv09,2,450,45,15,2.94,0.0654,0.219
Bv,Bv09,5,211,64,63,2.85,0.0445,0.189
Bv,Bv09,6,006,56,32,2.93,0.0524,0.225
Bv,Bv09,7,400,65,59,3.0,0.0461,0.219
Bv,Bv09,8,140,52,41,3.01,0.058,0.238
Bv,Bv09,9,200,72,72,3.06,0.0424,0.204
Bv,Bv09,10,007,70,40,2.74,0.0392,0.201
Bv,Bv09,11,004,58,18,2.9,0.0499,0.238
Bv,Bv09,12,156,61,35,3.14,0.0515,0.219
Bv,Bv09,13,007,67,37,2.65,0.0395,0.237
Bv,Bv09,14,004,62,15,2.89,0.0466,0.275
Bv,Bv09,15,154,65,30,2.83,0.0436,0.227
Bv,Bv09,16,079,67,15,3.26,0.0486,0.383
Bv,Bv09,17,065,66,24,3.3,0.05,0.346
Bv,Bv09,18,022,67,24,3.32,0.0496,0.336
Bv,Bv09,19,027,70,28,2.73,0.039,0.292
Bv,Bv09,20,024,70,28,2.94,0.042,0.361
Bv,Bv09,21,045,65,69,3.23,0.0497,0.223
Bv,Bv09,22,010,67,29,3.36,0.0502,0.32
Bv,Bv09,23,044,70,27,3.63,0.0519,0.291
Bv,Bv09,24,522,70,43,3.26,0.0466,0.247
Bv,Bv09,25,045,66,89,3.35,0.0508,0.276
Bv,Bv09,26,260,72,82,3.32,0.0461,0.264
Bv,Bv09,27,004,70,41,3.6,0.0514,0.302
Bv,Bv09,28,059,65,45,3.52,0.0542,0.328
Bv,Bv09,29,304,72,66,3.7,0.0513,0.35
Bv,Bv09,30,493,69,60,3.97,0.0575,0.381
Bv,Bv09,31,304,68,61,3.66,0.0538,0.338
Bv,Bv09,32,407,68,79,3.97,0.0584,0.327
Bv,Bv09,33,001,39,12,3.77,0.0967,0.598
Bv,Bv09,34,607,68,59,3.99,0.0587,0.382
Bv,Bv09,35,065,66,26,3.92,0.0594,0.322
Bv,Bv09,36,022,65,25,4.07,0.0625,0.43
Bv,Bv09,37,004,66,41,3.66,0.0554,0.346
Bv,Bv09,38,305,65,52,4.01,0.0616,0.368
Bv,Bv09,39,004,64,41,3.79,0.0592,0.39
Bv,Bv09,40,022,60,25,3.96,0.0659,0.39
Bv,Bv09,41,215,66,53,3.77,0.0571,0.321
Bv,Bv09,42,381,62,56,3.65,0.0588,0.327
Bv,Bv09,43,062,61,34,4.77,0.0781,0.35
Bv,Bv09,44,034,59,26,3.83,0.065,0.421
Bv,Bv09,45,041,53,44,3.71,0.07,0.264
Bv,Bv09,46,166,52,17,3.62,0.0696,0.4
Bv,Bv09,47,068,56,47,3.84,0.0686,0.373
Bv,Bv09,48,306,53,28,4.0,0.0755,0.381
Bv,Bv09,49,400,53,67,3.64,0.0686,0.325
Bv,Bv09,50,700,53,58,3.64,0.0688,0.352
Bv,Bv09,51,700,35,23,3.12,0.089,0.266
Bv,Bv10,0,166,60,43,5.13,0.0855,0.33
Bv,Bv10,1,068,35,29,3.69,0.1053,0.245
Bv,Bv10,2,493,64,107,3.48,0.0544,0.273
Bv,Bv10,4,167,58,64,3.98,0.0687,0.329
Bv,Bv10,5,002,52,66,4.26,0.0818,0.349
Bv,Bv10,6,167,61,65,4.4,0.0721,0.371
Bv,Bv10,7,727,61,45,3.72,0.061,0.369
Bv,Bv10,8,733,62,57,4.15,0.067,0.365
Bv,Bv10,9,001,63,73,3.72,0.0591,0.364
Bv,Bv10,10,581,65,125,3.79,0.0582,0.325
Bv,Bv10,11,022,58,27,4.2,0.0725,0.388
Bv,Bv10,12,002,63,35,4.22,0.067,0.395
Bv,Bv10,13,022,64,73,3.7,0.0579,0.371
Bv,Bv10,14,002,61,38,4.06,0.0666,0.385
Bv,Bv10,15,022,63,48,3.71,0.0589,0.363
Bv,Bv10,16,022,62,16,3.78,0.0609,0.417
Bv,Bv10,17,002,62,37,3.7,0.0597,0.296
Bv,Bv10,18,059,63,48,3.39,0.0538,0.324
Bv,Bv10,19,002,44,27,3.75,0.0853,0.327
Bv,Bv10,20,306,63,67,3.16,0.0501,0.249
Bv,Bv10,21,001,69,37,3.12,0.0452,0.32
Bv,Bv10,22,630,71,68,3.33,0.0468,0.23
Bv,Bv10,23,405,68,61,3.13,0.046,0.251
Bv,Bv10,24,600,67,71,2.98,0.0445,0.287
Bv,Bv10,25,700,64,23,3.25,0.0507,0.298
Bv,Bv10,26,540,70,60,3.09,0.0441,0.288
Bv,Bv10,27,005,66,29,2.76,0.0419,0.268
Bv,Bv10,28,053,66,12,2.7,0.0409,0.379
Bv,Bv10,29,002,67,31,3.16,0.0471,0.331
Bv,Bv10,30,005,66,58,3.01,0.0457,0.258
Bv,Bv10,31,041,63,46,2.89,0.0459,0.213
Bv,Bv10,32,095,68,89,3.01,0.0442,0.231
Bv,Bv10,33,007,63,72,2.69,0.0426,0.183
Bv,Bv10,38,004,72,53,3.33,0.0463,0.23
Bv,Bv10,39,670,64,29,3.46,0.054,0.245
Bv,Bv11,1,266,29,45,3.78,0.1305,0.166
Bv,Bv11,2,027,24,35,3.18,0.1323,0.224
Bv,Bv11,3,470,38,73,3.21,0.0845,0.193
Bv,Bv11,4,017,43,31,2.91,0.0676,0.164
Bv,Bv11,5,004,28,32,3.38,0.1207,0.337
Bv,Bv11,6,022,49,30,3.36,0.0686,0.255
Bv,Bv11,7,068,27,19,3.6,0.1334,0.361
