side,line,position,head,height,width,stroke_px,stroke_ratio,density
Hv,Hv10,43,600,20,10,2.0,0.1,0.17
Hv,Hv11,3,215,18,22,2.07,0.1149,0.101
Hv,Hv11,19,081,12,7,2.04,0.1701,0.286
Hv,Hv11,23,068,15,11,2.0,0.1333,0.255
Hv,Hv11,24,144,14,7,2.0,0.1429,0.204
Hv,Hv11,25,068,10,9,2.0,0.2,0.256
Hv,Hv11,26,059,16,8,2.0,0.125,0.266
Hv,Hv11,28,010,9,10,2.0,0.2222,0.222
Hv,Hv11,33,607,12,18,2.0,0.1667,0.185
Hv,Hv11,34,001,9,11,2.0,0.2222,0.222
Hv,Hv11,37,073,16,15,2.07,0.1291,0.125
Hv,Hv11,38,048,14,9,2.0,0.1429,0.31
Hv,Hv11,41,040,15,10,2.07,0.1379,0.187
Hv,Hv11,42,040,15,9,2.0,0.1333,0.259
Hv,Hv11,44,602,15,33,2.0,0.1333,0.125
Hv,Hv11,46,774,16,7,2.05,0.1282,0.25
Hv,Hv11,47,004,10,15,2.0,0.2,0.24
Hv,Hv11,48,430,15,11,2.06,0.1376,0.206
Hv,Hv11,49,260,15,19,2.0,0.1333,0.13
Hv,Hv11,51,470,14,17,2.0,0.1429,0.21
Hv,Hv12,3,064,15,17,2.06,0.1376,0.145
Hv,Hv12,5,005,11,13,2.0,0.1818,0.175
Hv,Hv12,6,670,7,12,2.0,0.2857,0.262
Hv,Hv12,7,004,5,17,2.17,0.4349,0.424
Hv,Hv12,8,670,7,32,2.16,0.3089,0.362
Hv,Hv12,9,004,9,17,2.08,0.2306,0.229
Hv,Hv12,10,578,11,50,2.07,0.1882,0.285
Hv,Hv12,11,760,10,32,2.07,0.2069,0.303
Hv,Hv12,12,002,10,7,2.08,0.2083,0.457
Hv,Hv12,17,020,4,11,2.0,0.5,0.545
Hv,Hv12,19,017,6,8,2.62,0.4368,0.562
Hv,Hv12,20,073,9,18,2.06,0.2288,0.377
Hv,Hv12,21,017,9,24,2.07,0.2303,0.292
Hv,Hv12,22,670,9,28,2.06,0.229,0.242
Hv,Hv12,24,208,7,33,2.11,0.302,0.39
Hv,Hv12,25,001,13,16,2.26,0.1737,0.216
Hv,Hv12,26,007,6,13,2.35,0.3914,0.436
Hv,Hv12,27,067,14,12,2.03,0.1451,0.202
Hv,Hv12,28,022,10,8,2.0,0.2,0.425
Hv,Hv12,29,004,11,6,2.09,0.1902,0.409
Hv,Hv12,30,254,9,49,2.08,0.2312,0.297
Hv,Hv12,31,027,6,13,2.04,0.3406,0.41
Hv,Hv12,32,077,4,8,2.0,0.5,0.625
Hv,Hv12,33,034,4,11,2.0,0.5,0.545
Hv,Hv12,34,004,5,13,2.04,0.4079,0.477
Hv,Hv12,36,700,5,18,2.11,0.4226,0.356
Hv,Hv12,37,600,12,7,2.0,0.1667,0.286
Hv,Hv12,38,059,11,23,2.02,0.1837,0.209
Hv,Hv12,39,220,10,18,2.08,0.2081,0.339
Hv,Hv12,40,220,9,50,2.08,0.231,0.271
Hv,Hv12,41,144,5,38,2.05,0.4097,0.421
Hv,Hv12,42,004,9,19,2.04,0.2272,0.281
Hv,Hv12,44,450,13,19,2.06,0.1581,0.182
Hv,Hv12,47,064,6,24,2.0,0.3333,0.264
Hv,Hv12,48,002,7,24,2.13,0.3044,0.357
Hv,Hv12,49,022,5,7,2.0,0.4,0.6
Hv,Hv12,50,068,5,7,2.2,0.44,0.6
Kr,Kr02,0,022,58,18,3.28,0.0565,0.325
Kr,Kr02,1,062,62,54,3.19,0.0515,0.291
Kr,Kr02,2,099,64,63,3.53,0.0551,0.22
Kr,Kr02,3,146,61,31,3.28,0.0538,0.207
Kr,Kr02,4,079,63,33,3.22,0.0511,0.292
Kr,Kr02,5,431,62,65,3.39,0.0546,0.3
Kr,Kr02,6,001,52,16,3.5,0.0672,0.262
Kr,Kr02,7,001,55,45,3.1,0.0565,0.225
Kr,Kr02,8,200,62,67,3.15,0.0509,0.258
Kr,Kr02,9,007,61,51,3.43,0.0563,0.25
Kr,Kr02,10,203,61,75,3.28,0.0537,0.3
Kr,Kr02,11,013,63,59,3.35,0.0532,0.254
Kr,Kr02,12,666,62,73,3.21,0.0518,0.271
Kr,Kr02,13,073,57,53,3.02,0.053,0.236
Kr,Kr02,14,206,59,76,2.89,0.0489,0.218
Kr,Kr03,0,700,64,68,2.96,0.0463,0.258
Kr,Kr03,1,720,22,24,3.16,0.1438,0.411
Kr,Kr03,2,376,66,76,3.41,0.0517,0.218
Kr,Kr03,3,073,61,58,3.41,0.0559,0.282
Kr,Kr03,4,700,61,25,3.31,0.0543,0.376
Kr,Kr03,5,400,59,72,2.97,0.0503,0.24
Kr,Kr03,6,405,64,61,2.99,0.0468,0.223
Kr,Kr03,7,004,59,21,2.76,0.0467,0.304
Kr,Kr03,8,522,56,45,2.79,0.0498,0.201
Kr,Kr03,9,700,50,60,2.92,0.0583,0.208
Kr,Kr03,10,059,57,47,2.77,0.0486,0.207
Kr,Kr03,11,004,59,44,3.15,0.0535,0.305
Kr,Kr03,12,132,61,22,3.43,0.0563,0.293
Kr,Kr03,13,056,54,34,3.05,0.0565,0.272
Kr,Kr03,14,007,60,36,3.44,0.0574,0.251
Kr,Kr03,15,067,58,51,3.12,0.0539,0.23
Kr,Kr03,16,400,62,76,3.2,0.0515,0.261
Kr,Kr03,17,470,60,77,3.24,0.054,0.285
Kr,Kr03,18,001,64,43,3.44,0.0538,0.237
Kr,Kr03,19,430,43,31,3.1,0.072,0.194
Kr,Kr03,20,580,19,16,3.54,0.1865,0.487
Kr,Kr04,0,402,62,52,3.13,0.0505,0.252
Kr,Kr04,1,009,47,28,3.4,0.0723,0.275
Kr,Kr04,3,595,64,96,3.12,0.0487,0.26
Kr,Kr04,4,122,57,60,3.27,0.0574,0.226
Kr,Kr04,5,280,62,67,3.27,0.0528,0.275
Kr,Kr04,6,380,60,41,3.22,0.0537,0.239
Kr,Kr04,7,002,64,35,3.15,0.0492,0.309
Kr,Kr04,8,409,66,78,2.95,0.0447,0.201
Kr,Kr04,9,380,64,69,3.35,0.0524,0.238
Kr,Kr04,10,597,62,81,3.4,0.0549,0.26
Kr,Kr04,11,380,64,74,3.31,0.0518,0.278
Kr,Kr04,12,059,55,44,2.85,0.0518,0.283
Kr,Kr04,13,720,61,49,2.94,0.0481,0.32
Kr,Kr04,15,090,59,51,2.79,0.0474,0.215
Kv,Kv02,0,280,87,73,3.97,0.0456,0.269
Kv,Kv02,1,001,105,35,4.18,0.0398,0.262
Kv,Kv02,3,280,57,24,3.83,0.0672,0.367
Kv,Kv02,4,380,85,105,3.17,0.0373,0.281
Kv,Kv02,5,062,96,76,3.21,0.0334,0.172
Kv,Kv02,6,001,102,50,4.78,0.0468,0.33
Kv,Kv02,7,522,102,74,4.12,0.0404,0.29
Kv,Kv02,8,380,102,86,4.21,0.0412,0.268
Kv,Kv04,5,019,54,82,5.59,0.1035,0.292
Kv,Kv04,6,069,62,61,5.46,0.088,0.237
Kv,Kv04,7,380,21,61,6.82,0.3246,0.592
Kv,Kv04,8,162,84,171,5.55,0.0661,0.156
Kv,Kv04,9,522,22,98,5.9,0.268,0.549
Kv,Kv04,10,050,81,98,5.4,0.0667,0.158
Kv,Kv04,11,002,71,48,6.51,0.0916,0.168
Kv,Kv04,12,380,85,141,5.37,0.0632,0.145
Kv,Kv04,13,090,84,151,7.07,0.0842,0.172
Kv,Kv04,14,773,84,240,6.97,0.0829,0.169
Kv,Kv04,15,260,64,145,6.91,0.108,0.202
Kv,Kv04,16,020,17,51,6.89,0.4053,0.671
Kv,Kv04,17,306,64,243,6.26,0.0978,0.179
Na,Na01,1,200,57,63,2.51,0.044,0.155
Na,Na01,2,004,57,20,2.5,0.0439,0.189
Na,Na01,3,034,47,27,2.42,0.0514,0.172
Na,Na01,5,034,56,29,2.5,0.0447,0.118
Na,Na01,6,004,44,19,2.37,0.0539,0.139
Na,Na01,7,034,27,34,2.28,0.0845,0.15
Na,Na01,8,004,35,64,3.11,0.0888,0.191
Na,Na01,9,022,30,35,2.83,0.0944,0.287
Na,Na01,10,205,55,28,2.93,0.0533,0.176
Na,Na01,11,381,52,41,2.81,0.0541,0.23
Na,Na01,12,381,17,10,3.06,0.1802,0.459
Na,Na01,13,004,53,18,3.36,0.0634,0.335
Na,Na01,14,670,18,9,3.19,0.1771,0.457
Na,Na01,15,022,46,36,3.15,0.0684,0.284
Na,Na01,16,205,54,63,2.86,0.053,0.21
Na,Na01,17,301,52,49,2.86,0.0551,0.178
Na,Na01,18,200,60,98,2.83,0.0472,0.175
Na,Na02,3,077,46,15,2.77,0.0602,0.232
Na,Na02,5,091,58,90,2.47,0.0426,0.166
Na,Na02,7,501,48,26,2.72,0.0567,0.166
Na,Na02,8,047,56,45,2.55,0.0455,0.162
Na,Na02,9,200,56,58,2.63,0.047,0.155
Na,Na02,10,201,57,70,2.43,0.0427,0.17
Na,Na02,11,380,51,58,2.67,0.0523,0.194
Na,Na02,12,401,53,29,2.91,0.0549,0.186
Na,Na02,13,067,46,65,3.21,0.0697,0.201
Na,Na02,14,600,43,51,2.77,0.0645,0.223
Na,Na02,15,600,45,72,3.58,0.0794,0.185
Na,Na02,16,606,50,42,4.03,0.0806,0.17
Na,Na04,4,200,49,98,2.87,0.0586,0.23
Na,Na04,5,057,37,40,3.28,0.0886,0.237
Na,Na04,6,380,47,58,3.05,0.0649,0.241
Na,Na04,7,207,38,42,3.24,0.0852,0.212
Na,Na04,8,053,44,68,2.72,0.0619,0.214
Na,Na04,9,205,38,31,2.44,0.0642,0.178
Na,Na04,10,001,50,64,2.64,0.0527,0.221
Na,Na04,11,290,43,27,2.74,0.0636,0.156
Na,Na04,12,584,45,72,2.69,0.0597,0.199
Na,Na04,13,380,46,64,2.88,0.0626,0.219
Na,Na04,14,607,46,39,2.6,0.0565,0.234
Na,Na04,15,009,41,45,2.67,0.0651,0.243
Na,Na04,16,607,46,123,2.74,0.0596,0.2
Na,Na04,17,009,46,78,3.18,0.0691,0.258
Na,Na04,18,380,48,76,2.92,0.0607,0.196
Na,Na04,19,300,39,91,2.76,0.0707,0.178
Na,Na04,20,006,42,100,5.71,0.1359,0.269
Nb,Nb01,3,600,51,44,2.3,0.045,0.171
Nb,Nb01,4,125,43,49,2.32,0.0541,0.11
Nb,Nb01,5,739,52,48,2.27,0.0437,0.129
Nb,Nb01,6,224,55,67,2.15,0.0391,0.107
Nb,Nb01,7,222,52,57,2.21,0.0425,0.147
Nb,Nb01,8,125,48,48,2.27,0.0474,0.1
Nb,Nb01,9,034,46,43,2.26,0.049,0.129
Nb,Nb01,11,255,49,35,2.88,0.0589,0.16
Nb,Nb01,12,034,50,49,2.9,0.0581,0.156
Nb,Nb03,0,004,54,39,3.27,0.0606,0.183
Nb,Nb03,1,324,42,64,4.0,0.0953,0.265
Nb,Nb03,2,006,9,44,2.51,0.2784,0.308
Nb,Nb03,3,003,57,28,4.49,0.0788,0.368
Nb,Nb03,4,003,22,9,2.77,0.1259,0.313
Nb,Nb03,5,001,46,16,2.71,0.0588,0.231
Nb,Nb03,6,003,48,14,2.52,0.0525,0.249
Nb,Nb03,7,280,46,12,2.43,0.0528,0.187
Nb,Nb03,8,006,58,73,2.4,0.0413,0.127
Nb,Nb03,9,224,58,72,2.34,0.0403,0.112
Nb,Nb03,10,208,54,70,2.73,0.0506,0.165
Nb,Nb03,11,068,49,74,2.58,0.0526,0.14
Nb,Nb03,12,068,49,49,2.38,0.0485,0.118
Pr,Pr01,28,006,21,25,2.0,0.0952,0.147
Pr,Pr01,29,254,22,25,2.0,0.0909,0.175
Pr,Pr01,31,9),24,19,2.11,0.0878,0.226
Pr,Pr01,32,005,34,54,2.01,0.0591,0.197
Pr,Pr01,33,246,33,35,2.02,0.0613,0.197
Pr,Pr01,34,244,30,19,2.0,0.0667,0.112
Pr,Pr01,35,009,33,35,2.08,0.063,0.202
Pr,Pr01,36,059,22,16,2.0,0.0909,0.199
Pr,Pr01,38,079,28,32,2.17,0.0775,0.138
Pr,Pr01,39,700,20,16,2.74,0.1368,0.25
Pr,Pr01,40,123,21,18,2.07,0.0986,0.172
Pr,Pr01,41,001,19,11,2.28,0.12,0.282
Pr,Pr01,42,005,26,34,2.22,0.0854,0.23
Pr,Pr01,43,600,20,29,2.37,0.1183,0.312
Pr,Pr01,44,123,17,19,2.03,0.1195,0.26
Pr,Pr01,45,004,25,13,2.08,0.0832,0.302
Pr,Pr01,46,123,18,22,2.05,0.1141,0.29
Pr,Pr01,47,630,20,27,2.06,0.1031,0.28
Pr,Pr02,20,001,13,11,2.43,0.1867,0.483
Pr,Pr02,21,431,21,29,2.66,0.1266,0.296
Pr,Pr02,22,065,14,17,3.19,0.2281,0.492
Pr,Pr02,23,001,19,8,2.07,0.1092,0.487
Pr,Pr02,24,431,19,33,2.35,0.1235,0.362
Pr,Pr02,25,076,28,65,2.16,0.0773,0.249
Pr,Pr02,26,430,22,44,2.08,0.0948,0.286
Pr,Pr02,27,002,27,12,2.0,0.0741,0.281
Pr,Pr02,28,431,33,24,2.04,0.0619,0.194
Pr,Pr02,29,099,29,23,2.0,0.069,0.196
Pr,Pr02,30,721,32,29,2.0,0.0625,0.113
Pr,Pr02,32,001,27,20,2.03,0.075,0.196
Pr,Pr02,33,349,28,36,2.01,0.0718,0.128
Pr,Pr02,34,592,30,30,2.02,0.0673,0.166
Pr,Pr02,35,078,31,25,2.0,0.0645,0.16
Pr,Pr02,36,006,28,37,2.01,0.0717,0.188
Pr,Pr02,37,304,17,8,2.04,0.1201,0.243
Pr,Pr02,38,030,25,11,2.0,0.08,0.182
Pr,Pr02,39,001,13,12,2.0,0.1538,0.186
Pr,Pr02,40,078,26,10,2.0,0.0769,0.196
Pr,Pr02,41,306,33,38,2.05,0.062,0.262
Pr,Pr02,42,300,35,26,2.03,0.0579,0.232
Pr,Pr02,43,300,34,34,2.05,0.0604,0.246
Pr,Pr02,44,077,28,12,2.05,0.0733,0.283
Pr,Pr02,45,460,31,23,2.04,0.0657,0.181
Pr,Pr02,46,065,23,15,2.0,0.087,0.238
Pr,Pr02,47,204,33,39,2.03,0.0616,0.202
Pr,Pr02,48,675,33,40,2.04,0.0619,0.198
Pr,Pr02,49,670,32,48,2.01,0.0629,0.217
Pr,Pr02,50,020,30,32,2.0,0.0667,0.216
Pr,Pr02,51,056,33,16,2.03,0.0614,0.288
Pr,Pr02,52,003,31,28,2.02,0.0651,0.275
Pr,Pr02,54,260,36,31,2.02,0.056,0.168
Pr,Pr02,55,062,12,9,2.0,0.1667,0.25
Pr,Pr02,56,070,30,17,2.07,0.0691,0.202
Pr,Pr03,32,450,12,33,2.75,0.2291,0.424
Pr,Pr03,33,551,11,33,3.01,0.2739,0.526
Pr,Pr03,34,600,10,36,2.29,0.2292,0.397
Pr,Pr03,35,003,9,16,2.28,0.2532,0.41
Pr,Pr03,36,381,8,22,2.2,0.2746,0.352
Pr,Pr03,37,117,7,16,2.05,0.2925,0.464
Pr,Pr03,38,450,10,27,2.08,0.2078,0.178
Pr,Pr03,39,551,9,41,2.1,0.2336,0.222
Pr,Pr03,40,606,7,51,2.12,0.303,0.199
Pr,Pr03,41,386,6,23,2.07,0.3444,0.283
Pr,Pr03,44,007,7,10,2.0,0.2857,0.343
Pr,Pr03,48,752,9,19,2.14,0.2376,0.146
Pr,Pr03,49,360,33,43,2.12,0.0642,0.139
Pr,Pr03,50,009,26,14,2.0,0.0769,0.236
Pr,Pr03,51,005,30,16,2.02,0.0674,0.273
Pr,Pr03,52,001,36,11,2.0,0.0556,0.298
Pr,Pr03,53,752,33,17,2.01,0.0609,0.246
Pr,Pr03,54,456,32,31,2.0,0.0625,0.225
Pr,Pr03,55,455,32,48,2.01,0.0627,0.264
Pr,Pr03,56,455,37,45,2.04,0.0551,0.273
Pr,Pr03,57,048,38,42,2.01,0.0529,0.237
Pr,Pr03,58,010,36,28,2.01,0.0559,0.289
Pr,Pr03,59,062,32,9,2.02,0.063,0.312
Pr,Pr03,60,063,37,18,2.02,0.0546,0.221
Pr,Pr03,61,002,30,15,2.06,0.0686,0.296
Pr,Pr03,62,044,30,13,2.0,0.0667,0.195
Pr,Pr03,63,020,26,12,2.0,0.0769,0.221
Pr,Pr04,0,204,34,37,2.02,0.0594,0.228
Pr,Pr04,1,109,32,22,2.0,0.0625,0.18
Pr,Pr04,2,073,15,8,2.08,0.1384,0.308
Pr,Pr04,6,052,24,25,2.0,0.0833,0.203
Pr,Pr04,9,021,19,22,2.0,0.1053,0.096
Pr,Pr04,10,043,31,24,2.0,0.0645,0.21
Pr,Pr04,11,600,11,8,2.0,0.1818,0.341
Pr,Pr04,12,600,25,17,2.0,0.08,0.252
Pr,Pr04,13,400,32,48,2.02,0.0631,0.233
Pr,Pr04,14,710,33,12,2.01,0.061,0.268
Pr,Pr04,15,020,17,11,2.0,0.1176,0.262
Pr,Pr04,16,244,25,20,2.0,0.08,0.242
Pr,Pr04,17,050,28,27,2.0,0.0714,0.247
Pr,Pr04,18,710,27,34,2.02,0.0749,0.277
Pr,Pr04,19,606,29,12,2.0,0.069,0.236
Pr,Pr04,20,001,28,22,2.03,0.0726,0.248
Pr,Pr04,21,001,32,23,2.0,0.0625,0.272
Pr,Pr04,22,050,30,34,2.0,0.0667,0.208
Pr,Pr04,23,755,32,25,2.0,0.0625,0.221
Pr,Pr04,24,001,32,31,2.02,0.063,0.216
Pr,Pr04,25,013,23,13,2.08,0.0903,0.204
Pr,Pr04,26,065,34,27,2.02,0.0594,0.296
Pr,Pr04,27,721,32,33,2.02,0.0631,0.274
Pr,Pr04,28,065,33,49,2.01,0.0609,0.236
Pr,Pr04,29,026,35,27,2.03,0.0579,0.285
Pr,Pr04,30,700,33,13,2.03,0.0614,0.249
Pr,Pr04,32,057,35,47,3.29,0.094,0.249
Pr,Pr05,8,220,25,13,2.0,0.08,0.271
Pr,Pr05,9,220,33,12,2.03,0.0616,0.237
Pr,Pr05,10,440,32,10,2.0,0.0625,0.287
Pr,Pr05,11,440,32,18,2.0,0.0625,0.3
Pr,Pr05,13,440,35,27,2.02,0.0577,0.231
Pr,Pr05,14,020,21,16,2.01,0.0958,0.286
Pr,Pr05,15,205,23,18,2.0,0.087,0.275
Pr,Pr05,16,205,29,17,2.0,0.069,0.28
Pr,Pr05,17,004,30,12,2.0,0.0667,0.294
Pr,Pr05,18,004,29,22,2.0,0.069,0.265
Pr,Pr05,19,066,35,22,2.02,0.0578,0.377
Pr,Pr05,20,065,26,10,2.04,0.0783,0.285
Pr,Pr05,21,065,22,8,2.0,0.0909,0.21
Pr,Pr05,22,066,27,20,2.03,0.0751,0.241
Pr,Pr05,23,066,32,12,2.0,0.0625,0.253
Pr,Pr05,24,066,18,6,2.0,0.1111,0.343
Pr,Pr05,25,001,34,14,2.03,0.0598,0.271
Pr,Pr05,26,066,21,8,2.09,0.0993,0.286
Pr,Pr05,27,022,21,6,2.0,0.0952,0.381
Pr,Pr05,28,022,30,23,2.0,0.0667,0.187
Pr,Pr05,29,066,27,20,2.04,0.0757,0.3
Pr,Pr05,30,066,30,23,2.02,0.0672,0.246
Pr,Pr05,31,554,20,11,2.0,0.1,0.209
Pr,Pr05,32,015,23,7,2.03,0.0882,0.292
Pr,Pr05,33,022,37,24,2.0,0.0541,0.194
Pr,Pr05,34,386,25,13,2.0,0.08,0.348
Pr,Pr05,35,110,27,11,2.02,0.0747,0.286
Pr,Pr05,36,015,31,11,2.05,0.0663,0.279
Pr,Pr05,37,022,32,18,2.0,0.0625,0.196
Pr,Pr05,38,081,30,18,2.01,0.067,0.259
Pr,Pr05,39,027,33,8,2.0,0.0606,0.208
Pr,Pr05,40,015,26,9,2.0,0.0769,0.231
Pr,Pr05,41,022,35,24,2.0,0.0571,0.256
Pr,Pr05,42,081,30,16,2.0,0.0667,0.225
Pr,Pr05,43,013,30,12,2.0,0.0667,0.289
Pr,Pr05,44,015,27,12,2.0,0.0741,0.33
Pr,Pr05,45,022,33,30,2.03,0.0615,0.226
Pr,Pr05,46,008,34,32,2.02,0.0595,0.282
Pr,Pr05,47,200,31,12,2.01,0.0649,0.277
Pr,Pr05,48,015,34,12,2.03,0.0598,0.294
Pr,Pr05,49,022,32,24,2.01,0.0629,0.257
Pr,Pr05,50,008,32,16,2.0,0.0625,0.26
Pr,Pr05,51,451,25,11,2.02,0.0806,0.316
Pr,Pr05,52,015,34,11,2.0,0.0588,0.329
Pr,Pr05,53,022,28,23,2.03,0.0725,0.168
Pr,Pr05,54,005,25,12,2.0,0.08,0.267
Pr,Pr05,55,015,31,11,2.04,0.0656,0.311
Pr,Pr05,56,022,30,39,2.01,0.0669,0.209
Pr,Pr05,57,008,35,11,2.03,0.0581,0.244
Pr,Pr05,58,022,32,22,2.04,0.0636,0.219
Pr,Pr05,59,008,36,25,2.02,0.0561,0.309
Pr,Pr05,60,004,27,8,2.0,0.0741,0.31
Pr,Pr05,61,015,34,12,2.02,0.0595,0.289
Pr,Pr05,62,022,36,53,2.0,0.0556,0.179
Pr,Pr05,63,553,36,11,2.0,0.0556,0.205
Pr,Pr05,64,015,26,9,2.0,0.0769,0.372
Pr,Pr05,65,022,31,4,2.0,0.0645,0.403
Pr,Pr05,66,067,34,26,2.01,0.059,0.214
Pr,Pr05,67,015,35,40,2.01,0.0575,0.217
Pr,Pr05,68,200,35,25,2.02,0.0576,0.24
Pr,Pr05,69,090,34,28,2.06,0.0606,0.324
Pr,Pr05,70,060,33,25,2.01,0.061,0.132
Pr,Pr05,71,004,32,21,2.04,0.0636,0.237
Pr,Pr05,72,002,25,10,2.05,0.0821,0.252
Pr,Pr05,73,060,27,8,2.0,0.0741,0.162
Pr,Pr05,74,093,35,23,2.02,0.0578,0.163
Pr,Pr05,75,070,32,11,2.05,0.064,0.173
Pr,Pr05,76,520,32,21,2.01,0.0628,0.198
Pr,Pr06,21,010,19,7,2.05,0.108,0.248
Pr,Pr06,22,088,32,12,2.02,0.0631,0.203
Pr,Pr06,23,430,28,20,2.0,0.0714,0.268
Pr,Pr06,24,214,32,50,2.03,0.0635,0.227
Pr,Pr06,25,002,32,12,2.03,0.0636,0.266
Pr,Pr06,26,203,33,47,2.04,0.0619,0.206
Pr,Pr06,27,027,32,36,2.05,0.0641,0.207
Pr,Pr06,28,090,32,19,2.03,0.0634,0.166
Pr,Pr06,29,545,34,26,2.1,0.0616,0.252
Pr,Pr06,30,074,29,15,2.16,0.0746,0.363
Pr,Pr06,31,376,34,41,2.15,0.0632,0.148
Pr,Pr06,32,500,33,23,2.05,0.062,0.215
Pr,Pr06,33,440,33,17,2.01,0.061,0.212
Pr,Pr06,34,290,32,24,2.02,0.0631,0.204
Pr,Pr06,35,002,33,16,2.11,0.0641,0.259
Pr,Pr06,36,040,25,14,2.25,0.0901,0.269
Pr,Pr06,37,050,29,15,2.01,0.0693,0.297
Pr,Pr06,38,214,33,43,2.05,0.0623,0.239
Pr,Pr06,39,001,29,15,2.11,0.0728,0.207
Pr,Pr06,40,366,33,41,2.11,0.0638,0.192
Pr,Pr06,41,200,33,53,2.05,0.062,0.199
Pr,Pr06,42,091,30,25,2.01,0.0669,0.224
Pr,Pr06,43,326,32,44,2.12,0.0664,0.271
Pr,Pr06,44,214,32,45,2.07,0.0647,0.183
Pr,Pr06,45,773,25,16,2.01,0.0806,0.25
Pr,Pr06,47,103,34,17,2.0,0.0588,0.209
Pr,Pr06,48,206,35,44,2.01,0.0574,0.271
Pr,Pr06,49,684,36,64,2.0,0.0556,0.218
Pr,Pr06,50,520,36,45,2.01,0.056,0.186
Pr,Pr06,51,520,36,39,2.0,0.0556,0.228
Pr,Pr06,52,045,16,9,2.0,0.125,0.306
Pr,Pr06,53,530,36,31,2.03,0.0564,0.253
Pr,Pr06,54,040,35,48,2.0,0.0571,0.24
Pr,Pr06,55,202,37,33,2.0,0.0541,0.256
Pr,Pr06,58,004,35,39,2.0,0.0571,0.203
Pr,Pr06,59,010,37,47,2.01,0.0543,0.2
Pr,Pr06,62,381,28,34,2.04,0.0728,0.267
Pr,Pr07,12,522,26,4,2.26,0.0871,0.308
Pr,Pr07,13,606,19,8,2.0,0.1053,0.197
Pr,Pr07,15,600,36,61,2.01,0.0559,0.218
Pr,Pr07,16,001,35,44,2.0,0.0571,0.256
Pr,Pr07,17,600,23,25,2.0,0.087,0.197
Pr,Pr07,18,600,36,42,2.06,0.0572,0.204
Pr,Pr07,19,002,34,42,2.0,0.0588,0.243
Pr,Pr07,20,144,31,12,2.0,0.0645,0.263
Pr,Pr07,21,002,35,19,2.0,0.0571,0.248
Pr,Pr07,22,662,34,12,2.01,0.0591,0.37
Pr,Pr07,23,680,34,42,2.0,0.0588,0.362
Pr,Pr07,25,005,31,18,2.0,0.0645,0.306
Pr,Pr07,26,022,33,23,2.0,0.0606,0.235
Pr,Pr07,28,004,32,23,2.01,0.0627,0.23
Pr,Pr07,29,381,32,22,2.01,0.0627,0.284
Pr,Pr07,30,022,34,28,2.01,0.0592,0.328
Pr,Pr07,32,077,33,41,2.05,0.062,0.205
Pr,Pr07,33,206,30,8,2.05,0.0682,0.392
Pr,Pr07,34,016,35,49,2.01,0.0575,0.266
Pr,Pr07,35,070,33,6,2.0,0.0606,0.182
Pr,Pr07,36,407,24,18,2.03,0.0846,0.308
Pr,Pr07,37,021,34,45,2.04,0.0599,0.303
Pr,Pr07,38,095,32,23,2.04,0.0639,0.333
Pr,Pr07,39,407,31,33,2.02,0.0652,0.268
Pr,Pr07,40,109,35,20,2.05,0.0585,0.31
Pr,Pr07,41,522,35,18,2.05,0.0586,0.286
Pr,Pr07,42,630,28,17,2.06,0.0737,0.298
Pr,Pr07,43,020,33,20,2.0,0.0606,0.148
Pr,Pr07,44,007,34,45,2.01,0.0591,0.267
Pr,Pr07,45,246,35,22,2.01,0.0575,0.242
Pr,Pr07,46,445,34,23,2.02,0.0594,0.207
Pr,Pr07,47,050,33,19,2.0,0.0606,0.246
Pr,Pr07,48,009,34,13,2.06,0.0605,0.29
Pr,Pr07,49,021,37,47,2.01,0.0543,0.279
Pr,Pr07,50,760,34,11,2.01,0.0592,0.275
Pr,Pr07,51,050,34,10,2.01,0.0592,0.288
Pr,Pr07,53,050,32,13,2.02,0.0632,0.296
Pr,Pr07,54,005,37,32,2.08,0.0562,0.286
Pr,Pr07,55,004,36,38,2.09,0.0579,0.271
Pr,Pr07,56,009,35,19,2.1,0.0599,0.415
Pr,Pr07,57,005,34,25,2.04,0.06,0.253
Pr,Pr07,58,007,37,22,2.08,0.0563,0.208
Pr,Pr07,59,095,30,16,2.04,0.068,0.219
Pr,Pr07,60,002,25,11,2.23,0.0891,0.28
Pr,Pr08,0,050,35,21,2.02,0.0578,0.318
Pr,Pr08,1,008,28,27,2.02,0.0722,0.241
Pr,Pr08,2,600,28,32,2.01,0.0717,0.164
Pr,Pr08,3,281,34,58,2.03,0.0597,0.213
Pr,Pr08,4,011,35,12,2.27,0.0648,0.317
Pr,Pr08,5,445,35,44,2.08,0.0595,0.263
Pr,Pr08,6,300,30,26,2.08,0.0694,0.305
Pr,Pr08,7,005,35,14,2.21,0.0632,0.365
Pr,Pr08,8,009,32,20,2.2,0.0687,0.203
Pr,Pr08,9,004,28,10,2.03,0.0726,0.314
Pr,Pr08,10,002,34,14,2.09,0.0616,0.416
Pr,Pr08,11,400,32,21,2.11,0.0661,0.286
Pr,Pr08,12,652,34,44,2.04,0.0601,0.263
Pr,Pr08,13,606,34,38,2.03,0.0597,0.207
Pr,Pr08,15,246,34,43,2.04,0.0601,0.207
Pr,Pr08,17,400,35,56,2.01,0.0574,0.245
Pr,Pr08,18,406,35,23,2.0,0.0573,0.319
Pr,Pr08,19,001,29,23,2.01,0.0692,0.243
